aax	[1,1,[Molnupiravir,"",1]]
specialelection	[1,3,["United_States_House_of_Representatives_elections,_1796_and_1797",m,3]]
spheromak	[1,1,[National_Energy_Research_Scientific_Computing_Center,"",1]]
sprache	[2,2,[Kashubian_language,m,1],[Macedonia_naming_dispute,"",1]]
stacks	[7,15,[Dominion_%28card_game%29,"",7],[Eadweard_Muybridge,"",1],[Fossil-fuel_power_station,m,2],[Great_Fire_of_London,"",1],[Model_railroading,m,1],[Prince_(musician),"",1],[Suicide_in_the_United_States,m,2]]
staffers	[3,5,[Beliefs_and_practices_of_The_Church_of_Jesus_Christ_of_Latter-day_Saints,"",1],[Hatch_Act_of_1939,"",3],[Wikipedia?Wikipedia,"",1]]
stamnos	[1,1,[Herakles,m,1]]
statistically	[4,4,[El_Nina,"",1],[Ilya_Prigogine,"",1],[Punch_line,m,1],[Steven_Pruzansky,"",1]]
steaming	[2,5,[USS_America_(CV-66),m,4],[Urine_therapy,"",1]]
stele	[1,3,[Pushtimarg,"",3]]
stilwell	[1,1,[Samuel_Bowles_(economist),"",1]]
stoichiometry	[1,2,[Chemical_reactions,m,2]]
stole	[9,12,[American_propaganda_during_World_War_II,"",1],[Big_Bad_Wolf,m,1],[Bryna_Productions,m,4],[Herakles,m,1],[Macedonia_naming_dispute,"",1],[Silmido_(film),"",1],[Stradivarius,"",1],[The_Hatter,"",1],[Video_disk,"",1]]
stolid	[2,2,[Herakles,m,1],[The_Harvard_Crimson,m,1]]
stones	[33,75,[AD_1962,m,1],[Ancient_Greek_religion,m,1],[Augustus_Pugin,m,1],[Beatle_boot,m,2],[Boscawen-Un,"",20],[Clifden,"",1],[Cuneiform,"",1],[Drums_and_Wires,m,1],[Eadweard_Muybridge,"",1],[Eastern_Coastal_Plains,"",1],[Garni,"",4],[Houmt_El_Souk,"",1],[Jupiter_(mythology),"",3],[Liverpool_John_Lennon_Airport,"",1],[Luis_A._Ferr%C3%A9_Performing_Arts_Center,"",1],[Magdalenian,"",2],[Money,"",3],["Mutant_Turtles:_Superman_Legend","",2],[Napalm_Death,m,1],[Old_New_Synagogue,"",2],[Primates,"",2],[Prince_(musician),"",2],[Rachel%27s_Tomb,"",9],[River_Heddon,"",1],[SS_Torrey_Canyon,"",1],[Sly_Stone,"",1],[Thunderstorm,m,1],[Track_Records,"",1],[Uromastyx,"",1],["User:Another_Believer",m,1],[Vedic_period,"",3],[Velociraptor!,"",1],[Wayne_Rooney,"",1]]
storyboards	[1,1,[Genndy_Tartakovsky,m,1]]
stoye	[1,1,[Koala,"",1]]
strategically	[4,4,[Dominion_%28card_game%29,"",1],[First_Vienna_Award,m,1],[Nationalism,"",1],[Reform_War,"",1]]
strategies	[31,47,[AS_Nancy,m,1],[Africa,"",1],[Antelope,m,2],[Apache_Cassandra,"",1],[Cereal_grain,"",1],[Economic_geography,m,1],[Encoding_%28memory%29,"",4],[Extraction_of_petroleum,"",1],[FFV1,"",1],[Filter_bubble,"",2],[Free-electron_laser,"",1],[Global_climate_change,"",5],[Greater_Region_of_Luxembourg,"",1],[Hackerspace,"",1],[Information_society,"",1],[Leymah_Gbowee,"",2],[Loss_of_significance,"",1],["Manhattan,_New_York","",1],[Nanshin-ron,"",1],[Philanthropy,"",1],[Pitcher_plant,"",1],[Political_subdivisions_of_New_York_State,m,1],[Potsdam_Institute_for_Climate_Impact_Research,m,1],[Primates,"",1],[Rouzan_al-Najjar,"",1],[Samuel_Bowles_(economist),"",2],[Spamming,"",1],[Systems_thinking,m,1],[The_Harvard_Crimson,m,1],[Val_Murray_Runge,"",1],[Wicked_problem,"",6]]
streamed	[4,8,[2017_NFL_season,"",2],[Justin_Bieber,"",4],[Militarism,m,1],[She%27s_So_Unusual,m,1]]
strommer	[1,1,[Hawaiian_crow,m,1]]
stronsay	[1,1,[Liverpool_John_Lennon_Airport,"",1]]
stubbe	[1,1,[Nick_Holonyak,"",1]]
studiesedit	[1,1,[Erich_Ludendorff,m,1]]
subpart	[2,3,[Hatch_Act_of_1939,"",2],[Ultralight_aviation,"",1]]
suchet	[1,1,[Condorcet,"",1]]
suit	[41,85,[Africa,"",1],[Bakelite,m,1],[Bakersfield_Condors_(1998%E2%80%932015),m,1],[Beatle_boot,m,1],[Bikini,"",21],[Booker_T._Washington,"",1],[Borat,"",4],[Bryna_Productions,m,3],[Carnival_Cruise_Line,"",2],[Chevrolet_Beretta,m,1],[Cruiser_(motorcycle),"",1],[DVB-T2,"",1],[Dan_Kaminsky,"",1],[Dicksonia_antarctica,"",1],[Drums_and_Wires,m,1],[Fraternities_and_sororities,"",1],[Global_climate_change,"",1],[Google_Ads,m,2],[Ibeno,"",1],[List_of_world_heavyweight_boxing_champions,"",1],[Live-ball_era,"",1],[Macedonia_naming_dispute,"",2],[Mardi_Gras_Indians,"",3],[Mechagodzilla,"",2],[Merrill_Lynch,m,4],[Multiple-language_version,"",3],[Natalia_Goncharova,"",1],[Nuremburg_Trials,"",1],[Partus_sequitur_ventrem,"",2],[Ricola,"",4],[Right_to_fair_trial,"",2],[Scottish_independence,m,1],[Set-theoretic_complement,m,1],[She%27s_So_Unusual,m,1],[Shirley_MacLaine,m,1],[Sly_Stone,"",4],[Systems_biology,"",1],[Technology_education,m,1],["The_Answer_to_Life,_the_Universe,_and_Everything","",1],[The_Irish_Descendants,"",1],[The_Shack,"",1]]
suitland	[1,1,[6th_Space_Operations_Squadron,"",1]]
sultanates	[3,3,[Afar_people,m,1],[Swahili_people,m,1],[Vedic_period,"",1]]
superbus	[2,3,[Jupiter_(mythology),"",2],[Sol_Invictus,"",1]]
surprised	[17,18,["Aradia,_or_the_Gospel_of_the_Witches","",1],[Arendt,"",1],[Booker_T._Washington,"",1],[Drums_and_Wires,m,1],[Ei%C3%B0ur_Gu%C3%B0johnsen,"",1],[Erich_Ludendorff,m,2],[Filter_bubble,"",1],["International_District,_Seattle,_Washington","",1],[Lucy_in_the_Sky_with_Diamonds,"",1],[Merrill_Lynch,m,1],[Monterey_Grand_Prix,m,1],[Napalm_Death,m,1],[Peak_District,"",1],[Psychoneuroimmunology,"",1],[The_Harvard_Crimson,m,1],[The_Mickey_Mouse_Club,"",1],[The_Third_Policeman?source=post_page---------------------------,"",1]]
suspende	[1,1,[Guelaguetza,"",1]]
sweethearts	[2,2,[American_propaganda_during_World_War_II,"",1],[Fraternities_and_sororities,"",1]]
swine	[3,8,["Category:Start-Class_medicine_articles",m,5],[Natural_News,"",2],["User:Another_Believer",m,1]]
swings	[2,2,[Liberty_Records,m,1],[Scottish_independence,m,1]]
switchboard	[1,1,[Bryna_Productions,m,1]]
syed	[3,3,[Foreign_Agents_Registration_Act,"",1],[Imamate_in_Shia_doctrine,m,1],[Nagorno-Karabakh,m,1]]
sã	[1,2,[Kashubian_language,m,2]]
søre	[1,2,[Styggevatnet,"",2]]
tabhair	[1,1,[Irish_English,m,1]]
taco	[3,3,[AD_1962,m,1],[Army_and_Air_Force_Exchange_Service,"",1],[Gringo,"",1]]
tacoma	[16,37,[1700_Cascadia_earthquake,"",1],[Avalon_Guitars,"",3],[Basin_and_Range_Province,"",1],[C.R._Alsip_Guitars,"",3],[Campbell_American_Guitars,"",3],[Cascadia_subduction_zone,"",1],[Greg_Bennett_Guitars,"",3],["International_District,_Seattle,_Washington","",2],[Larriv%C3%A9e_(guitar_company),"",3],[Lichty_Guitars,"",3],[Oakland_International_Airport,"",5],[PFWA,"",1],[Saul_Koll,"",3],[Seattle_Central_College,"",1],[Shergold,"",3],[Spamming,"",1]]
tacos	[1,1,[Gringo,"",1]]
tanya's	[1,1,[Kasam_Tere_Pyaar_Ki,"",1]]
tarski	[1,1,[Graph_algorithms,"",1]]
taulotte	[1,2,[Sophie_de_Condorcet,"",2]]
tayar	[1,1,[Ghazi_Kanaan,m,1]]
teach	[27,37,[9th_Wonder,m,2],[Ainu_language,m,1],[Animal_Farm_(1954_film),"",1],["Aradia,_or_the_Gospel_of_the_Witches","",2],[Arendt,"",1],[Booker_T._Washington,"",3],[Chiropractic_education,"",1],[Dmitri_Mendeleev,m,1],[Fraternities_and_sororities,"",1],[Hackerspace,"",2],[Jungle_Book,"",4],[Kabir_Bedi,"",1],[Keith_Devlin,"",1],[Korosten,"",1],[Leymah_Gbowee,"",2],[National_Energy_Research_Scientific_Computing_Center,"",1],[Natural_News,"",1],[Odessa,m,1],[Proto-Germanic,"",1],[Pyrrhichios,"",1],[Rouben_Mamoulian,m,1],[Samuel_Bowles_(economist),"",2],[Scratching,m,1],[Shirley_MacLaine,m,1],[The_Baseball_Bunch,"",1],[Tuli_Kupferberg,"",1],[Wes_Montgomery,m,1]]
tebibit	[1,2,[Data_rate_units,"",2]]
teknologi	[3,7,["Hand,_foot_and_mouth_disease","",1],[Selangor,"",3],[Selangor,m,3]]
temporally	[1,1,[Free-electron_laser,"",1]]
tenants	[12,19,[2017_NFL_season,"",1],[A_Room_with_a_View,m,1],[Clifden,"",1],["Forest_Park_(St._Louis,_Missouri)","",1],[Georgism,"",6],[Great_Fire_of_London,"",1],["Manhattan,_New_York","",1],[Reform_War,"",1],[Sportsman%27s_Park,m,3],[Stadium_Australia,"",1],[Thermostat,m,1],[Universit%C3%A9_de_Montr%C3%A9al,m,1]]
termedit	[1,2,[Oscar_Pistorius,m,2]]
terrorizes	[1,1,["Texas_Chainsaw_Massacre:_The_Next_Generation","",1]]
tesg	[1,1,[Economic_geography,m,1]]
testerian	[2,2,[Cuneiform,"",1],[Odia_script,"",1]]
theater's	[1,1,["Manhattan,_New_York","",1]]
theodor	[12,32,[American_propaganda_during_World_War_II,"",17],[Arendt,"",2],[Claude-Adrien_Helvtius,"",1],[Freethought,"",1],[GLS_Bank,"",1],[Georgism,"",1],[Hermann_Ebbinghaus,"",1],[Hurrem_Sultan,"",1],[Ilya_Prigogine,"",1],[Marie_von_Ebner-Eschenbach,"",3],[Nick_Holonyak,"",1],[Tritone,"",2]]
theophilos	[1,1,[Claude-Adrien_Helvtius,"",1]]
thermostatic	[1,5,[Thermostat,m,5]]
thong	[1,9,[Bikini,"",9]]
tiff	[5,17,[CIELAB,"",3],[FFV1,"",3],[Gundala_(film),"",3],[Leonhart_Fuchs,"",1],["The_Answer_to_Life,_the_Universe,_and_Everything","",7]]
tika	[2,2,[Apache_Cassandra,"",1],[NetBeans,"",1]]
tilt	[9,28,[Africa,"",1],[Apogee,m,2],[DVB-T2,"",1],[El_Nina,"",1],[Forklift,"",5],[Helicopter,m,1],["Manhattan,_New_York","",1],[Radiative_forcing,"",2],[Retrograde_motion,"",14]]
tingjun	[1,1,[Filter_bubble,"",1]]
tipperary's	[1,1,[Tipperary_Senior_Football_Championship,m,1]]
tnsm	[1,1,[Terrorism_Act_2000,"",1]]
tokushima's	[1,2,[Awa_Odori,"",2]]
toldot	[1,1,[Rachel%27s_Tomb,"",1]]
tomasello	[3,3,[Cultural_evolution,"",1],[Primates,"",1],[Samuel_Bowles_(economist),"",1]]
tombalku	[1,1,[Kull_of_Atlantis,"",1]]
totman	[1,1,[Erg_(landform),"",1]]
towelie	[1,1,[South_Park,"",1]]
townland	[2,2,[Arrondissement,"",1],[Port_(computing),"",1]]
tpu	[1,10,[Laminated_glass,"",10]]
trainspotters	[1,2,[Terrorism_Act_2000,"",2]]
translational	[4,6,[BrainGate,"",2],[Helicopter,m,1],[Molnupiravir,"",2],[Systems_biology,"",1]]
treelike	[1,4,[Proto-Germanic,"",4]]
treen	[1,1,[Kickstand,"",1]]
trento	[2,2,[Garrigou-Lagrange,"",1],[Vienna_University_of_Technology,"",1]]
triennial	[1,1,[Royal_prerogative_in_the_United_Kingdom,m,1]]
trimborn	[1,1,[Bakelite,m,1]]
trump's	[10,19,[2017_NFL_season,"",1],[Eva_Moskowitz,"",1],[Filter_bubble,"",1],[Global_climate_change,"",1],[Hatch_Act_of_1939,"",3],["Little_Saint_James,_U.S._Virgin_Islands","",1],[Nationalism,"",1],[Reelz,"",1],[Steven_Pruzansky,"",1],[Supply-side_economics,"",8]]
trusdell	[1,1,[Edward_J._Adams,"",1]]
tshivenda	[2,2,[Africa,"",1],[Wikipedia?Wikipedia,"",1]]
tss	[1,1,[Carnival_Cruise_Line,"",1]]
tutak	[1,4,[Prabhu_Deva,"",4]]
tving	[1,1,[List_of_Bundesliga_broadcasters,m,1]]
túl	[1,1,[Cuneiform,"",1]]
uc's	[1,1,[Technology_education,m,1]]
uittogboek	[1,1,[Hertzog_Prize,"",1]]
ukyō	[1,2,[Fate/Grand_Order,"",2]]
unbacked	[1,1,[Money,"",1]]
unbiased	[3,5,[Georg_Simmel,"",1],[Gruiformes,m,1],[Natural_experiment,"",3]]
understand	[64,82,[13_(musical),"",1],[3d_Space_Operations_Squadron,"",1],[Africa,"",1],[Ainu_language,m,1],[American_propaganda_during_World_War_II,"",1],[Ancient_Greek_religion,m,1],[Arendt,"",1],[Booker_T._Washington,"",1],[Busan,m,1],[CIELAB,"",2],[Cloze_deletion,"",1],[Cloze_deletions,"",1],[Common_Era,m,1],[Condorcet,"",1],[Cultural_evolution,"",1],[Cypherpunk,m,1],[Donald_Ewen_Cameron,"",2],[Economic_geography,m,1],[Encoding_%28memory%29,"",2],[Eye_diagram,m,1],[Faggot_(slang),"",1],[Filter_bubble,"",2],[Fred_Melamed,m,1],[Free-electron_laser,"",1],[Freethought,"",3],[Georg_Simmel,"",1],[Google_Ads,m,1],[Hawaiian_crow,m,1],[Hermann_Ebbinghaus,"",1],[History_of_Champagne,"",1],[Information_society,"",1],[Informational_cascade,"",2],[Joseph_Stalin,"",1],[Judicial_review_in_English_law,m,2],[KEZI,m,1],[Lawrence_Franklin_espionage_scandal,"",1],[Leymah_Gbowee,"",4],[Lucy_in_the_Sky_with_Diamonds,"",1],[Ludwig_von_Mises,"",2],[Macedonia_naming_dispute,"",2],[Mhlengi_Gwala,m,1],[Music_Player_Daemon,"",1],[Na'vi_language,"",1],[NetBeans,"",3],[Optimism_bias,"",1],[PC-8000,"",1],[Paediatrics,m,1],[Palsa,m,1],[Primates,"",1],[Red_Sticks,"",1],[Right_to_fair_trial,"",1],[Ronald_Gray,"",1],[Royal_prerogative_in_the_United_Kingdom,m,1],[SERVQUAL,m,3],[Schwarzschild%27s_equation_for_radiative_transfer,"",1],[Smart_Technologies,"",1],[Solar_Dynasty,"",1],[Systems_biology,"",1],[Systems_thinking,m,1],[Tardigrade,m,2],["Texas_Chainsaw_Massacre:_The_Next_Generation","",1],[The_Periodic_Table_of_Videos,"",1],[USS_America_(CV-66),m,1],[Vedic_period,"",1]]
understeer	[2,2,[Panhard_rod,"",1],[RFactor,"",1]]
undertheorized	[1,1,[Economic_geography,m,1]]
undetected	[1,1,[Thunderstorm,m,1]]
undocs	[1,1,[Nagorno-Karabakh,m,1]]
undoing	[3,3,[Lawrence_Franklin_espionage_scandal,"",1],["Rudolf_II,_Holy_Roman_Emperor",m,1],[The_Sandman_(Vertigo),"",1]]
unfashionable	[2,3,[Georg_Simmel,"",1],[Toothbrush_moustache,"",2]]
unlearning	[1,1,[Arendt,"",1]]
unlocks	[3,3,[Silmido_(film),"",1],[Unit_684,"",1],[Wikipedia?Wikipedia,"",1]]
unmc	[2,2,[Selangor,"",1],[Selangor,m,1]]
unrounded	[2,3,[Kashubian_language,m,2],[Proto-Germanic,"",1]]
unthanks	[1,1,[List_of_Virginia_state_parks,"",1]]
upright	[8,9,[Adam_McKay,"",2],[Animal_Farm_(1954_film),"",1],[Antelope,m,1],[Boscawen-Un,"",1],[Kickstand,"",1],[Knox-class_frigate,m,1],[South_Park,"",1],[USS_America_(CV-66),m,1]]
ushl's	[1,1,[Ontario_Provincial_Junior_Hockey_League,m,1]]
vanheurni	[1,1,[Koala,"",1]]
variables	[22,46,[Entropy,"",9],[Global_climate_change,"",1],[Graph_algorithms,"",8],[Hermann_Ebbinghaus,"",1],[Informational_cascade,"",1],[Insurrection,m,5],[KBC_Void,m,1],[L%C3%A9vy_process,m,5],["Manhattan,_New_York","",1],[National_Energy_Research_Scientific_Computing_Center,"",1],[Natural_experiment,"",2],[NetBeans,"",1],[Oscar_Pistorius,m,1],[Peak_District,"",1],[Photometry_%28astronomy%29,"",1],[Primates,"",1],[Psychoneuroimmunology,"",1],[Quanta_Plus,m,1],[Stafford_Beer,"",1],[Systems_biology,"",1],[Wet-bulb_globe_temperature,"",1],[Wikipedia?Wikipedia,"",1]]
vasili	[1,1,[Joseph_Stalin,"",1]]
vasska	[1,1,[Shadow_of_the_Eagle_(1950_film),m,1]]
veblen	[6,11,[Cultural_evolution,"",2],[List_of_important_publications_in_economics,"",2],[Money,"",2],[Philanthropy,"",1],[Samuel_Bowles_(economist),"",2],[Supply-side_economics,"",2]]
velichkov	[1,10,[Pazardzhik,"",10]]
velta	[1,1,[Matti_Nyk%C3%A4nen,"",1]]
vena	[1,6,[Justin_Bieber,"",6]]
vergeblichkeit	[1,1,[Arendt,"",1]]
vesak	[2,2,[East_Asian_M%C4%81dhyamaka,"",1],[Sikh%C4%AB_Buddha,"",1]]
vettius	[1,1,[Sol_Invictus,"",1]]
vignei	[1,1,[Okapi,"",1]]
vindicates	[1,1,[Wikipedia?Wikipedia,"",1]]
vinogradov	[1,2,[Odessa,m,2]]
virgilio	[3,3,[Alberto_Chimal,m,1],[Parsley_Massacre,"",1],[Philippine_literature,m,1]]
volcanoes	[10,23,[Basin_and_Range_Province,"",1],[Cascadia_subduction_zone,"",7],[Comoro_Islands,"",1],[Eastern_Coastal_Plains,"",1],[Global_climate_change,"",1],[Haleakala_National_Park,"",7],[I_Shouldn%27t_Be_Alive,m,1],[Myanmar_units_of_measurement,"",1],[Radiative_forcing,"",1],[Tardigrade,m,2]]
volksbegriff	[1,1,["National_Democratic_Party_(Austria,_1967%E2%80%9388)",m,1]]
voorgekomen	[1,1,[Carice_van_Houten,"",1]]
vostochnaya	[3,3,[Anthony_Jenkinson,m,1],[Lubyanka_(Moscow_Metro),m,1],[Olkhovaya_(Moscow_Metro),m,1]]
vpg	[1,1,[Ohanaeze_Ndigbo,m,1]]
wagler	[1,2,[Gruiformes,m,2]]
wajir	[1,1,[Irredentism,m,1]]
waldron's	[1,2,[Primates,"",2]]
wallington	[2,2,[Great_Fire_of_London,"",1],["Manhattan,_New_York","",1]]
walvax	[1,1,[Molnupiravir,"",1]]
watanabe	[5,12,[13_(musical),"",1],[PC-8000,"",7],[Primates,"",1],[Tardigrade,m,2],[Thunderstorm,m,1]]
weasel	[17,30,[AC_adapter,"",2],[Big_Bad_Wolf,m,1],[Calvados_(spirit),"",1],[Condorcet,"",3],[Hackerspace,"",1],[Ilya_Prigogine,"",2],[Irredentism,m,1],[Lawrence_Franklin_espionage_scandal,"",3],[List_of_important_publications_in_economics,"",2],[Macedonia_naming_dispute,"",3],[Nationalism,"",1],[Olivetan,"",2],[Ottmar_Mergenthaler,"",1],[Punch_line,m,1],[Red_Sticks,"",2],[The_Mickey_Mouse_Club,"",2],[Yamakasi_(film),"",2]]
wechat	[1,1,[South_Park,"",1]]
wechsel	[1,3,[Proto-Germanic,"",3]]
welterweight	[5,8,[1st_AIBA_African_2008_Olympic_Qualifying_Tournament,m,2],[AD_1962,m,1],[List_of_world_heavyweight_boxing_champions,"",2],[Quadruple_champion,m,2],[Wayne_Rooney,"",1]]
werbeck	[1,1,[GLS_Bank,"",1]]
whisky	[4,13,[Calvados_(spirit),"",5],[Drums_and_Wires,m,1],[History_of_Champagne,"",5],[Wheat_germ,"",2]]
widget	[1,1,[X_display_manager_(program_type),"",1]]
wigwam	[1,1,["South_Shore,_Chicago","",1]]
wilshire	[1,1,[Bryna_Productions,m,1]]
windflow	[1,2,[Erg_(landform),"",2]]
witsch	[1,1,[Nuremburg_Trials,"",1]]
wonders	[12,19,[9th_Wonder,m,2],[Africa,"",1],[Dominion_%28card_game%29,"",1],[Eadweard_Muybridge,"",3],[List_of_tallest_buildings_and_structures_in_the_world,m,1],[Money,"",1],[Odoacer,m,1],[Old_English_Martyrology,"",1],[Pantisocratic,m,1],[Peak_District,"",5],[South_Park,"",1],[Valley_of_Eagles,m,1]]
woodcutter	[1,1,[Leonhart_Fuchs,"",1]]
woodring	[1,3,[Pantisocratic,m,3]]
woolly	[2,7,[Help!_(album),"",1],[Primates,"",6]]
workfare	[1,1,[Economic_geography,m,1]]
wwos	[1,1,[Stadium_Australia,"",1]]
wxct	[1,1,["Chattanooga,_Tennessee",m,1]]
xcb	[1,1,[X_display_manager_(program_type),"",1]]
xiangnan	[1,1,[Shaoshan,"",1]]
xiiie	[1,1,[Cuneiform,"",1]]
xylographic	[1,1,[Luis_A._Ferr%C3%A9_Performing_Arts_Center,"",1]]
xyz	[2,6,[CIELAB,"",1],[SERVQUAL,m,5]]
yad	[4,4,[Arendt,"",1],[Nuremburg_Trials,"",1],[Odessa,m,1],[Rachel%27s_Tomb,"",1]]
yamaguchi	[3,6,[1700_Cascadia_earthquake,"",2],[Cascadia_subduction_zone,"",3],[Yuhki_Kamatani,m,1]]
yamen	[1,1,[Imperial_Chinese_tributary_system,"",1]]
yawaragi	[1,1,[Hikikomori,"",1]]
yeryomenko	[2,3,[Bryansk_Front,m,2],[Joseph_Stalin,"",1]]
yestonians	[1,1,[Gringo,"",1]]
yoshie	[2,2,[Biopolymer,m,1],[Miri_Yu,"",1]]
yossi	[2,2,[I_Shouldn%27t_Be_Alive,m,1],[Movimento_das_For%C3%A7as_Armadas,m,1]]
yourlocallink	[1,1,[York_Museums_Trust,m,1]]
yūrakuchō	[1,1,[Leonie_(film),"",1]]
zolder	[1,3,[Aut%C3%B3dromo_Internacional_de_Curitiba,"",3]]
zombie	[4,8,[Global_climate_change,"",2],[Lucy_in_the_Sky_with_Diamonds,"",1],[Spamming,"",3],[Supply-side_economics,"",2]]
zon	[8,8,[Avalon_Guitars,"",1],[C.R._Alsip_Guitars,"",1],[Campbell_American_Guitars,"",1],[Greg_Bennett_Guitars,"",1],[Larriv%C3%A9e_(guitar_company),"",1],[Lichty_Guitars,"",1],[Saul_Koll,"",1],[Shergold,"",1]]
ò	[1,3,[Kashubian_language,m,3]]
özdamar	[1,1,[Marie_von_Ebner-Eschenbach,"",1]]
þunnī	[1,2,[Proto-Germanic,"",2]]
þw	[1,1,[Proto-Germanic,"",1]]
āṭha	[1,1,[Odia_script,"",1]]
čulić	[1,1,[2015_World_Mixed_Doubles_Curling_Championship,m,1]]
ēu	[1,1,[Proto-Germanic,"",1]]
ʃʰi	[1,1,[Odia_script,"",1]]
ʻōʻō	[1,2,[Haleakala_National_Park,"",2]]
αδπ	[1,1,[Fraternities_and_sororities,"",1]]
λαυ	[1,1,[Fraternities_and_sororities,"",1]]
σλβ	[1,1,[Fraternities_and_sororities,"",1]]
τουσκ	[1,1,[Macedonia_naming_dispute,"",1]]
анекдоты	[1,1,[Nagorno-Karabakh,m,1]]
видео	[1,1,[C.R._Alsip_Guitars,"",1]]
знамя	[1,1,[150th_Rifle_Division_(Soviet_Union),m,1]]
крагујевац	[1,1,[Serbian_Patriarchate_of_Pe%C4%87,m,1]]
оасу	[1,1,[Churapcha,m,1]]
хране	[1,1,[Siege_of_Shkodra,m,1]]
івана	[1,1,[Odessa,m,1]]
џ	[1,1,[Multiocular_O,"",1]]
җ	[1,1,[Multiocular_O,"",1]]
آكل	[1,1,[Past_participle,m,1]]
